Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Tokens,Filtered_Tokens,Lemmatized_Tokens,Dominant_Topic,Topic_Probability
75,76,78, A moment of shame for not standing up against injustice. , Shame        ,2023-02-19 19:45:00, ReflectiveSelf  , Facebook , #Shame #Injustice                           ,15.0,30.0, India      ,2023,2,19,19,"['a', 'moment', 'of', 'shame', 'for', 'not', 'standing', 'up', 'against', 'injustice']","['moment', 'shame', 'standing', 'injustice']","['moment', 'shame', 'stand', 'injustice']",3,0.44872686
76,77,79, Fuming with anger after a heated argument.            , Anger        ,2023-02-20 09:30:00, AngryDebater    , Twitter  , #Anger #Argument                             ,20.0,40.0, Canada     ,2023,2,20,9,"['fuming', 'with', 'anger', 'after', 'a', 'heated', 'argument']","['fuming', 'anger', 'heated', 'argument']","['fume', 'anger', 'heat', 'argument']",4,0.22940049
77,78,80, The fear of the unknown is keeping me up at night.    , Fear         ,2023-02-20 21:15:00, FearfulDreamer  , Instagram , #Fear #Unknown                               ,15.0,30.0, USA          ,2023,2,20,21,"['the', 'fear', 'of', 'the', 'unknown', 'is', 'keeping', 'me', 'up', 'at', 'night']","['fear', 'unknown', 'keeping', 'night']","['fear', 'unknown', 'keep', 'night']",1,0.72485256
78,79,81, Heartfelt sadness after bidding farewell to a dear friend. , Sadness      ,2023-02-21 14:45:00, FarewellHeart   , Facebook , #Sadness #Farewell                          ,25.0,50.0, India      ,2023,2,21,14,"['heartfelt', 'sadness', 'after', 'bidding', 'farewell', 'to', 'a', 'dear', 'friend']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend']","['heartfelt', 'sadness', 'bidding', 'farewell', 'dear', 'friend']",1,0.8341066
79,80,82, The state of corruption in our society is utterly disgusting. , Disgust      ,2023-02-21 18:20:00, AntiCorruption  , Twitter  , #Disgust #Corruption                         ,18.0,35.0, UK         ,2023,2,21,18,"['the', 'state', 'of', 'corruption', 'in', 'our', 'society', 'is', 'utterly', 'disgusting']","['state', 'corruption', 'society', 'utterly', 'disgusting']","['state', 'corruption', 'society', 'utterly', 'disgust']",5,0.7317583
80,81,83, Overflowing happiness: welcoming a new family member!  , Happiness    ,2023-02-22 10:00:00, NewParentJoy    , Instagram , #Happiness #NewFamilyMember                 ,30.0,60.0, UK           ,2023,2,22,10,"['overflowing', 'happiness', 'welcoming', 'a', 'new', 'family', 'member']","['overflowing', 'happiness', 'welcoming', 'new', 'family', 'member']","['overflow', 'happiness', 'welcome', 'new', 'family', 'member']",5,0.9098412
81,82,84, Laughter is the key to joy—attending a stand-up comedy show. , Joy          ,2023-02-22 19:30:00, StandUpFan      , Facebook , #Joy #StandUpComedy                         ,22.0,45.0, Canada    ,2023,2,22,19,"['laughter', 'is', 'the', 'key', 'to', 'joyattending', 'a', 'standup', 'comedy', 'show']","['laughter', 'key', 'joyattending', 'standup', 'comedy', 'show']","['laughter', 'key', 'joyattending', 'standup', 'comedy', 'show']",4,0.8413389
82,83,85, Sending love to all my followers on this beautiful day! ❤️ , Love         ,2023-02-23 08:30:00, LoveSender      , Twitter  , #Love #SpreadLove                            ,15.0,30.0, Australia  ,2023,2,23,8,"['sending', 'love', 'to', 'all', 'my', 'followers', 'on', 'this', 'beautiful', 'day']","['sending', 'love', 'followers', 'beautiful', 'day']","['send', 'love', 'follower', 'beautiful', 'day']",4,0.8864363
83,84,86, Amused by the antics of my pet—it's pure amusement!      , Amusement    ,2023-02-23 14:20:00, PetAmuser       , Instagram , #Amusement #PetAntics                       ,18.0,35.0, UK           ,2023,2,23,14,"['amused', 'by', 'the', 'antics', 'of', 'my', 'petits', 'pure', 'amusement']","['amused', 'antics', 'petits', 'pure', 'amusement']","['amuse', 'antic', 'petits', 'pure', 'amusement']",4,0.22940049
84,85,87, Enjoying every moment of this trip—pure enjoyment!      , Enjoyment    ,2023-02-23 19:45:00, TravelExplorer  , Facebook , #Enjoyment #Travel                           ,25.0,50.0, USA ,2023,2,23,19,"['enjoying', 'every', 'moment', 'of', 'this', 'trippure', 'enjoyment']","['enjoying', 'every', 'moment', 'trippure', 'enjoyment']","['enjoy', 'every', 'moment', 'trippure', 'enjoyment']",3,0.878327
85,86,88, Admiring the dedication of volunteers at a local charity. , Admiration   ,2023-02-24 11:30:00, CharityAdmirer  , Twitter  , #Admiration #Volunteers                     ,20.0,40.0, USA        ,2023,2,24,11,"['admiring', 'the', 'dedication', 'of', 'volunteers', 'at', 'a', 'local', 'charity']","['admiring', 'dedication', 'volunteers', 'local', 'charity']","['admire', 'dedication', 'volunteer', 'local', 'charity']",2,0.8326477
86,87,89, Sending affectionate vibes to friends and family.        , Affection    ,2023-02-24 16:00:00, FamilyLover     , Instagram , #Affection #FamilyLove                      ,15.0,30.0,USA,2023,2,24,16,"['sending', 'affectionate', 'vibes', 'to', 'friends', 'and', 'family']","['sending', 'affectionate', 'vibes', 'friends', 'family']","['send', 'affectionate', 'vibe', 'friend', 'family']",1,0.61879814
87,88,90, Awe-struck by the beauty of the night sky.               , Awe          ,2023-02-24 20:30:00, Stargazer       , Facebook , #Awe #StarryNight                        ,22.0,45.0, Australia ,2023,2,24,20,"['awestruck', 'by', 'the', 'beauty', 'of', 'the', 'night', 'sky']","['awestruck', 'beauty', 'night', 'sky']","['awestruck', 'beauty', 'night', 'sky']",2,0.53320783
88,89,91, Disappointed with the lack of progress in a personal project. , Disappointed ,2023-02-25 09:00:00, ProjectStruggle , Twitter  , #Disappointed #Project                     ,18.0,35.0, India      ,2023,2,25,9,"['disappointed', 'with', 'the', 'lack', 'of', 'progress', 'in', 'a', 'personal', 'project']","['disappointed', 'lack', 'progress', 'personal', 'project']","['disappointed', 'lack', 'progress', 'personal', 'project']",1,0.83410656
89,90,92, A surprise visit from an old friend brought tears of joy. , Surprise     ,2023-02-25 14:45:00, JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25.0,50.0, USA          ,2023,2,25,14,"['a', 'surprise', 'visit', 'from', 'an', 'old', 'friend', 'brought', 'tears', 'of', 'joy']","['surprise', 'visit', 'old', 'friend', 'brought', 'tears', 'joy']","['surprise', 'visit', 'old', 'friend', 'bring', 'tear', 'joy']",1,0.70527166
90,91,93, Embracing acceptance of life's ups and downs.           , Acceptance   ,2023-02-25 18:20:00, LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15.0,30.0, Canada     ,2023,2,25,18,"['embracing', 'acceptance', 'of', 'lifes', 'ups', 'and', 'downs']","['embracing', 'acceptance', 'lifes', 'ups', 'downs']","['embrace', 'acceptance', 'life', 'ups', 'down']",3,0.8783298
91,92,94, Overflowing adoration for a cute rescue puppy! 🐶       , Adoration    ,2023-02-26 10:45:00, PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22.0,45.0, UK         ,2023,2,26,10,"['overflowing', 'adoration', 'for', 'a', 'cute', 'rescue', 'puppy']","['overflowing', 'adoration', 'cute', 'rescue', 'puppy']","['overflow', 'adoration', 'cute', 'rescue', 'puppy']",5,0.731744
92,93,95, Anticipating the release of a much-awaited movie.       , Anticipation ,2023-02-26 07:30:00, MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20.0,40.0, Australia    ,2023,2,26,7,"['anticipating', 'the', 'release', 'of', 'a', 'muchawaited', 'movie']","['anticipating', 'release', 'muchawaited', 'movie']","['anticipate', 'release', 'muchawaited', 'movie']",4,0.84135103
93,94,96, Bitter experience at the customer service department.   , Bitter       ,2023-02-26 15:00:00, CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15,"['bitter', 'experience', 'at', 'the', 'customer', 'service', 'department']","['bitter', 'experience', 'customer', 'service', 'department']","['bitter', 'experience', 'customer', 'service', 'department']",4,0.8413535
94,95,97, Finding calmness amidst the chaos of daily life.        , Calmness     ,2023-02-27 09:30:00, CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9,"['finding', 'calmness', 'amidst', 'the', 'chaos', 'of', 'daily', 'life']","['finding', 'calmness', 'amidst', 'chaos', 'daily', 'life']","['find', 'calmness', 'amidst', 'chaos', 'daily', 'life']",4,0.9115667
95,96,98, Confusion reigns as I try to make sense of recent events., Confusion    ,2023-02-27 14:20:00, ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14,"['confusion', 'reigns', 'as', 'i', 'try', 'to', 'make', 'sense', 'of', 'recent', 'events']","['confusion', 'reigns', 'try', 'make', 'sense', 'recent', 'events']","['confusion', 'reign', 'try', 'make', 'sense', 'recent', 'event']",2,0.9235445
96,97,99, Excitement building up for a surprise birthday party.   , Excitement   ,2023-02-27 18:45:00, BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18,"['excitement', 'building', 'up', 'for', 'a', 'surprise', 'birthday', 'party']","['excitement', 'building', 'surprise', 'birthday', 'party']","['excitement', 'build', 'surprise', 'birthday', 'party']",2,0.9066944
97,98,100, Witnessed an act of kindness that made my day.          , Kind         ,2023-02-28 11:30:00, KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11,"['witnessed', 'an', 'act', 'of', 'kindness', 'that', 'made', 'my', 'day']","['witnessed', 'act', 'kindness', 'made', 'day']","['witness', 'act', 'kindness', 'make', 'day']",2,0.5611165
98,99,101, Pride in completing a challenging fitness challenge.    , Pride        ,2023-02-28 16:00:00, FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16,"['pride', 'in', 'completing', 'a', 'challenging', 'fitness', 'challenge']","['pride', 'completing', 'challenging', 'fitness', 'challenge']","['pride', 'complete', 'challenge', 'fitness', 'challenge']",3,0.68904984
99,100,102, A moment of shame for not speaking up against injustice., Shame        ,2023-02-28 19:45:00, ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19,"['a', 'moment', 'of', 'shame', 'for', 'not', 'speaking', 'up', 'against', 'injustice']","['moment', 'shame', 'speaking', 'injustice']","['moment', 'shame', 'speaking', 'injustice']",2,0.72239566
100,101,103, Reflecting on the beauty of diversity in our world.     , Acceptance   ,2023-03-01 10:45:00, DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10,"['reflecting', 'on', 'the', 'beauty', 'of', 'diversity', 'in', 'our', 'world']","['reflecting', 'beauty', 'diversity', 'world']","['reflect', 'beauty', 'diversity', 'world']",5,0.57793105
101,102,104, Excitement for a quiet evening with a good book.        , Excitement   ,2023-03-01 13:30:00, BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13,"['excitement', 'for', 'a', 'quiet', 'evening', 'with', 'a', 'good', 'book']","['excitement', 'quiet', 'evening', 'good', 'book']","['excitement', 'quiet', 'even', 'good', 'book']",3,0.92243737
102,103,105, Feeling bitter about the unfairness in the workplace.   , Bitter       ,2023-03-01 17:45:00, WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17,"['feeling', 'bitter', 'about', 'the', 'unfairness', 'in', 'the', 'workplace']","['feeling', 'bitter', 'unfairness', 'workplace']","['feel', 'bitter', 'unfairness', 'workplace']",4,0.44384542
103,104,106, Calmness prevails as I practice mindfulness.            , Calmness     ,2023-03-02 18:00:00, MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18,"['calmness', 'prevails', 'as', 'i', 'practice', 'mindfulness']","['calmness', 'prevails', 'practice', 'mindfulness']","['calmness', 'prevail', 'practice', 'mindfulness']",4,0.22940049
104,105,107, Confusion surrounds me as I navigate through life's choices. , Confusion ,2023-03-02 13:15:00, ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13,"['confusion', 'surrounds', 'me', 'as', 'i', 'navigate', 'through', 'lifes', 'choices']","['confusion', 'surrounds', 'navigate', 'lifes', 'choices']","['confusion', 'surround', 'navigate', 'life', 'choice']",4,0.886437
105,106,108, Excitement for a weekend road trip to explore new places. , Excitement ,2023-03-02 16:45:00, RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16,"['excitement', 'for', 'a', 'weekend', 'road', 'trip', 'to', 'explore', 'new', 'places']","['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'places']","['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'place']",5,0.6850499
106,107,109, Kindness witnessed today restores my faith in humanity.  , Kind         ,2023-03-03 11:30:00, KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11,"['kindness', 'witnessed', 'today', 'restores', 'my', 'faith', 'in', 'humanity']","['kindness', 'witnessed', 'today', 'restores', 'faith', 'humanity']","['kindness', 'witness', 'today', 'restores', 'faith', 'humanity']",5,0.8382815
107,108,110, Pride in accomplishing personal and professional goals.  , Pride        ,2023-03-03 14:30:00, GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14,"['pride', 'in', 'accomplishing', 'personal', 'and', 'professional', 'goals']","['pride', 'accomplishing', 'personal', 'professional', 'goals']","['pride', 'accomplish', 'personal', 'professional', 'goal']",1,0.8812531
108,109,111, Shame for not being true to my values in a difficult situation., Shame ,2023-03-03 12:00:00, ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12,"['shame', 'for', 'not', 'being', 'true', 'to', 'my', 'values', 'in', 'a', 'difficult', 'situation']","['shame', 'true', 'values', 'difficult', 'situation']","['shame', 'true', 'value', 'difficult', 'situation']",4,0.22940049
109,110,112," Revisiting old memories, feeling a sense of elation. ", Elation       ,2010-05-15 15:30:00, NostalgiaFan    , Twitter  , #Elation #Memories                             ,20.0,40.0, Canada    ,2010,5,15,15,"['revisiting', 'old', 'memories', 'feeling', 'a', 'sense', 'of', 'elation']","['revisiting', 'old', 'memories', 'feeling', 'sense', 'elation']","['revisit', 'old', 'memory', 'feel', 'sense', 'elation']",5,0.57532835
110,111,113, The victory of our team brought euphoria to the city. , Euphoria      ,2021-08-10 21:15:00, SportsFanatic   , Instagram , #Euphoria #Victory                             ,15.0,30.0, USA      ,2021,8,10,21,"['the', 'victory', 'of', 'our', 'team', 'brought', 'euphoria', 'to', 'the', 'city']","['victory', 'team', 'brought', 'euphoria', 'city']","['victory', 'team', 'bring', 'euphoria', 'city']",5,0.9261902
111,112,114," Embracing the beauty of nature, a moment of contentment. ", Contentment   ,2011-06-20 14:45:00, NatureLover2    , Facebook , #Contentment #Nature                           ,25.0,50.0, India       ,2011,6,20,14,"['embracing', 'the', 'beauty', 'of', 'nature', 'a', 'moment', 'of', 'contentment']","['embracing', 'beauty', 'nature', 'moment', 'contentment']","['embrace', 'beauty', 'nature', 'moment', 'contentment']",2,0.92361563
112,113,115," Meditating by the serene lake, finding inner peace.   ", Serenity      ,2022-02-12 18:20:00, ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18.0,35.0, UK          ,2022,2,12,18,"['meditating', 'by', 'the', 'serene', 'lake', 'finding', 'inner', 'peace']","['meditating', 'serene', 'lake', 'finding', 'inner', 'peace']","['meditate', 'serene', 'lake', 'find', 'inner', 'peace']",4,0.911568
113,114,116, Overflowing with gratitude for life's blessings.      , Gratitude     ,2012-11-25 10:00:00, ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30.0,60.0, Australia   ,2012,11,25,10,"['overflowing', 'with', 'gratitude', 'for', 'lifes', 'blessings']","['overflowing', 'gratitude', 'lifes', 'blessings']","['overflow', 'gratitude', 'lifes', 'blessing']",2,0.57278347
114,115,117," Hopeful for a brighter tomorrow, despite challenges.  ", Hope          ,2013-04-05 19:30:00, OptimisticSoul  , Facebook , #Hope #Optimism                                ,22.0,45.0, USA      ,2013,4,5,19,"['hopeful', 'for', 'a', 'brighter', 'tomorrow', 'despite', 'challenges']","['hopeful', 'brighter', 'tomorrow', 'despite', 'challenges']","['hopeful', 'brighter', 'tomorrow', 'despite', 'challenge']",3,0.9052745
